player_name,team,conference,GamesPlayed,Min_per,Ortg,usage_rate,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
Alex Rivera,LIU Brooklyn,NEC,18,71,107.4,14.8,51.1,53.55,3.7,7.8,11.2,15.5,22,30,0.733,25,47,0.532,30,90,0.333,1.2,1.2,21.9,Jr,-1.71487,-0.873371,1.0556,2,3.0556,1.7778,0.6111,0.3333,9,Wing G
Allin Blunt,UMass Lowell,AE,23,72.7,84.2,14.7,37.9,42.43,3.1,6.5,6.9,18.8,32,48,0.667,25,86,0.291,19,55,0.345,0.5,0.6,34,Sr,-3.73052,-2.22551,0.7391,1.6522,2.3913,1.087,0.3043,0.1304,6.0435,Wing G
Bryce Daley,UMass Lowell,AE,23,74.3,99.4,16.4,46.4,49.04,5.6,8.3,22.5,22.6,26,40,0.65,44,89,0.494,13,48,0.271,0.6,1.1,29.2,Jr,-0.954462,-1.95464,1.3478,2.1739,3.5217,3.5217,0.5652,0.1739,6.6522,Combo G
Alex Christie,Stony Brook,AE,5,1,121,11,50,50,12.1,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,Sr,2.79964,-3.01822,0.1667,0.3333,0.5,0.1667,0,0,0.5,PF/C
Samuel Sessoms,Penn St.,B10,24,49.2,93,24.8,45,47.44,2.1,9.6,23.4,20.8,25,35,0.714,62,134,0.463,16,57,0.281,0.5,3.7,18.3,Sr,0.286791,1.77007,0.4167,1.5833,2,2.2917,1.3333,0.0833,8.2083,Scoring PG
Dontarius James,Howard,MEAC,20,69.3,99.3,29.7,52.9,57.47,3.4,13.5,9.2,20.5,70,84,0.833,68,127,0.535,47,135,0.348,2.3,1.8,32.1,Sr,1.57754,-1.15424,0.8636,3.4545,4.3182,1.1364,0.9545,0.7727,17.4545,Wing F
Desi Sills,Arkansas St.,SB,32,51.5,106.5,17.7,50,53.04,3.1,10.9,12.8,15.4,46,68,0.676,56,108,0.519,27,85,0.318,1,2.7,35.2,Sr,0.0917279,2.46743,0.5938,2.125,2.7188,1.5938,1.0312,0.1875,7.4688,Combo G
Keyshawn Embery-Simpson,Tulsa,Amer,21,60.4,86.6,17.9,45.1,46.86,1.7,7.7,7.1,17.8,18,29,0.621,31,63,0.492,22,79,0.278,0.2,1.1,20.4,Jr,-2.37053,-0.789013,0.3913,1.8261,2.2174,1,0.5217,0.087,7.3478,Wing G
Luka Brajkovic,Davidson,A10,21,66.5,114.8,22.5,58.7,59.63,10.3,17.9,13.9,16.5,33,53,0.623,72,112,0.643,17,54,0.315,4.3,0.8,31.9,Sr,3.52083,0.160653,2.1905,3.8571,6.0476,1.7619,0.3333,0.9048,10.8571,PF/C
Ethan Henderson,Texas A&M,SEC,18,8.6,127.3,9,71.4,66.04,11.6,10.6,2.9,16.1,1,4,0.25,10,14,0.714,0,0,0,11.5,0,28.6,Sr,0.189043,3.7458,0.6667,0.6111,1.2778,0.1111,0,0.6667,1.1667,C
Antoine Davis,Detroit,Horz,22,95.6,110.5,32.2,52.3,56.59,0.6,8.5,26.7,15.6,88,96,0.917,95,197,0.482,83,223,0.372,0,2.2,22.9,Sr,4.2975,-2.81688,0.1818,2.7273,2.9091,4.7727,1.4545,0,23.9545,Scoring PG
Chuck Hannah,Elon,CAA,18,43.5,111,11.3,49,51.18,8,10.1,8,13.8,7,10,0.7,16,32,0.5,5,16,0.313,2.5,1.2,20.8,Sr,-2.20248,0.658696,1.2632,1.5263,2.7895,0.6842,0.3158,0.3158,2.9474,Stretch 4
Angus McWilliam,UC Riverside,BW,20,29.3,83.3,13.5,35.9,43.11,6.6,13.7,5.2,25.7,13,18,0.722,11,32,0.344,2,7,0.286,0.8,0.5,46.2,Sr,-6.99588,0.623796,0.7,1.6,2.3,0.4,0.1,0.1,2.05,PF/C
Devonaire Doutrive,Boise St.,MWC,18,38.4,109.1,18.3,55.5,58.19,2.9,12.7,8.8,15,29,41,0.707,40,69,0.58,17,49,0.347,0.3,1.6,34.7,Sr,1.57832,0.845047,0.5556,2.5,3.0556,1.0556,0.6667,0.0556,8.8889,Wing G
Jemarl Baker Jr.,Fresno St.,MWC,12,33.5,110.5,18.7,50,53.18,0.7,10.5,12.1,10.6,20,24,0.833,26,54,0.481,24,70,0.343,1.3,1.2,19.4,Sr,2.97249,0.437832,0.1667,2.6667,2.8333,1.75,0.5833,0.3333,12,Wing G
Adam Thistlewood,Colorado St.,MWC,27,74,115.4,13.2,56.7,60.22,2.1,11.9,4.9,11,37,43,0.86,29,45,0.644,48,133,0.361,2.6,1.3,24.2,Sr,1.69243,1.57636,0.4483,3.1379,3.5862,0.931,0.6207,0.6552,9.3448,Wing F
Riley Abercrombie,Rice,CUSA,25,61,96.6,15.7,53.4,54.69,2.5,13.9,5,19.4,17,25,0.68,18,33,0.545,45,127,0.354,0.7,0.6,15.6,Jr,-0.799684,-1.89483,0.4643,3.2857,3.75,0.6786,0.3214,0.1429,7.4643,Stretch 4
Taeshon Cherry,Grand Canyon,WAC,7,11.1,107.6,11.7,48.2,48.21,3.9,12.7,3.2,0,0,0,0,3,6,0.5,7,22,0.318,2.9,1.5,0,Sr,-1.18842,0.595221,0.5714,1.7143,2.2857,0.2857,0.4286,0.4286,3.8571,PF/C
Kendle Moore,Colorado St.,MWC,26,71.8,102.3,17.9,54.8,58.77,2,9.2,9.5,20.8,42,46,0.913,43,74,0.581,47,133,0.353,0.3,2.6,22.2,Sr,-0.212096,1.60425,0.4286,2.3929,2.8214,1.5714,1.3929,0.0714,10.5357,Combo G
Cameron Shelton,Loyola Marymount,WCC,22,88.6,97.8,34.2,45.6,50.82,3.6,19.2,30.3,16.8,109,152,0.717,119,271,0.439,25,72,0.347,0,2.5,44.3,Sr,3.40046,-1.75651,1.0909,4.8182,5.9091,4.1818,1.4545,0,19.1818,Combo G
Keith Haymon,Northern Arizona,BSky,22,56.6,80.8,17.3,40.6,43.05,0.7,10.5,1.3,14,13,14,0.929,17,56,0.304,29,93,0.312,0.3,0.5,9.4,Jr,-3.49522,-4.47489,0.1364,1.6818,1.8182,0.1364,0.1818,0.0455,6.0909,Wing F
Tre'Shon Smoots,Northern Colorado,BSky,16,49.9,104.3,17.1,51.6,53.66,0.3,6.1,20.7,18.8,14,20,0.7,9,25,0.36,26,68,0.382,0,0.8,21.5,Jr,0.180054,-1.9664,0.0556,1.1111,1.1667,2.2778,0.2778,0,6.5,Scoring PG
Jared Rhoden,Seton Hall,BE,27,85.2,109,22.2,48.7,54.45,5,17.4,11.6,13.6,95,114,0.833,98,193,0.508,37,122,0.303,1.2,2,36.2,Sr,3.74864,1.38741,1.4815,5.1852,6.6667,1.8889,1.1852,0.4074,14.8889,Wing G
Anthony Nelson,Manhattan,MAAC,20,76.7,88.8,27.2,42,48.37,2.3,10.9,23.2,23.6,75,99,0.758,68,163,0.417,19,67,0.284,0.7,2.2,43,Sr,-1.22116,-1.21681,0.7,2.8,3.5,2.9,1.15,0.2,13.4,Combo G
Nigel Hawkins,Stephen F. Austin,Slnd,18,52.7,103.8,15.4,50.6,53.52,2.3,11.7,12.1,20.5,23,35,0.657,28,54,0.519,11,34,0.324,0.3,2,39.8,Sr,-1.76844,-0.433682,0.4762,1.9524,2.4286,1.5714,0.7619,0.1429,6.381,Wing G
Daniel Sackey,New Orleans,Slnd,23,56.7,82.9,18.9,34.7,39.66,2.1,9.9,26.8,21.3,28,38,0.737,40,98,0.408,5,39,0.128,0,2.9,27.7,Sr,-4.25087,0.497988,0.44,2.12,2.56,3.48,1.24,0,5.32,Scoring PG
Vante Hendrix,Cal St. Northridge,BW,8,22.7,95.9,19.6,46.9,52.16,4.5,10.9,10,19.5,18,26,0.692,11,20,0.55,8,29,0.276,1.2,2.7,53.1,Sr,-1.97615,-2.13302,1,2.125,3.125,1.25,1.125,0.25,8,Wing G
Matthew Mayer,Baylor,B12,30,38.4,111.6,24.8,56.9,57.51,7.6,21.3,11.1,17.6,29,49,0.592,62,112,0.554,30,76,0.395,1.9,4.5,26.1,Sr,5.00019,3.56758,1,2.7333,3.7333,0.9667,1.2,0.2667,8.1,Wing F
Malachi Smith,Chattanooga,SC,23,85.1,103.7,26.7,51.9,56.4,4.9,23.7,20,19.3,77,94,0.819,103,211,0.488,33,83,0.398,0.5,2.4,32,Jr,2.34003,0.474153,1.6,7.24,8.84,3.28,1.48,0.16,16.76,Wing G
Grant Basile,Wright St.,Horz,24,67.4,124.6,22.8,66.2,66.86,9.3,17.8,12,16,67,101,0.663,117,180,0.65,20,42,0.476,5.6,1.1,45.5,Jr,5.41128,2.72142,2.1667,4.875,7.0417,1.7083,0.5417,1.625,15.0417,PF/C
Babatunde Sowunmi,Oakland,Horz,2,0.5,0,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sr,-12.2626,-4.3573,0,0,0,0,0,0,0,C
Skyelar Potter,Morehead St.,OVC,28,74.3,107.2,19.7,57.1,60.42,5.5,15.6,7.8,21.9,57,71,0.803,55,98,0.561,57,148,0.385,0.4,1.2,28.9,Sr,1.09052,0.243644,1.4333,4.3,5.7333,1.1,0.6333,0.1333,11.9333,Wing G
Bodie Hume,Northern Colorado,BSky,19,81.7,99.5,25.2,55.1,55.12,5.1,20.1,7.1,17.4,44,84,0.524,52,102,0.51,48,123,0.39,3.2,2.3,37.3,Sr,1.89363,0.68888,1.4762,5.5714,7.0476,1.1429,1.2381,1.1905,16.0476,Wing F
Nelson Boachie-Yiadom,Davidson,A10,21,34,87.9,13.5,53.2,51.77,5.3,16.9,15.7,37.3,5,12,0.417,15,23,0.652,1,8,0.125,4.8,2.6,38.7,Sr,-1.97544,3.18512,0.5714,1.8571,2.4286,1.2381,0.5714,0.5238,1.8095,Wing F
Josh Roberts,Manhattan,MAAC,25,24.2,136.6,10.9,64.4,65.96,12.8,14.6,5.6,11.3,7,9,0.778,29,45,0.644,0,0,0,7.6,1.8,20,Sr,1.98414,1.89959,1.28,1.36,2.64,0.36,0.36,0.76,2.6,C
Matthue Cotton,Yale,Ivy,28,46.8,103.3,20.1,51.6,52.4,2.7,12.3,8.9,10.8,19,32,0.594,36,71,0.507,41,118,0.347,0.6,1.8,16.9,Jr,,,,,,,,,,
Eze Dike,Yale,Ivy,18,7.8,71.6,27.1,38.9,41.89,4.1,11.1,16.9,31.4,6,11,0.545,9,21,0.429,1,6,0.167,0,1.3,40.7,Jr,,,,,,,,,,
Griffin Ryan,Penn,Ivy,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,,,,,,,,,,
Alex Imegwu,Penn,Ivy,4,0.6,281.7,8.5,150,150,0,17.4,32.9,0,0,0,0,0,0,0,1,1,1,0,0,0,Jr,,,,,,,,,,
Aguek Arop,San Diego St.,MWC,20,25.6,99.6,20,50,50.17,12.8,6.9,9,19.4,15,31,0.484,31,55,0.564,2,13,0.154,1.5,3,45.6,Sr,-1.15865,1.9948,1.5,0.8,2.3,0.65,0.7,0.15,4.15,Wing G
Tyree Eady,North Dakota St.,Sum,26,81.4,110.7,18.4,57.8,60.43,4.8,14.9,14.1,20.6,48,64,0.75,85,148,0.574,27,69,0.391,0.5,1.1,29.5,Sr,1.90231,0.245311,1.3462,4.3077,5.6538,2.3077,0.6154,0.1538,11.5,Wing G
Austin Ash,Iowa,B10,9,1.7,110.3,29.1,50,50,0,19.1,20.9,0,0,0,0,3,6,0.5,3,9,0.333,0,2.7,0,Sr,4.78583,-0.0175784,0,0.4444,0.4444,0.2222,0.1111,0,1.6667,Scoring PG
Mack Anderson,Montana,BSky,20,26.8,120.5,17.4,65.4,67.65,13.7,12.5,2.7,17.7,21,29,0.724,34,52,0.654,0,0,0,6.7,1.4,55.8,Sr,-1.57137,1.32126,1.32,1.64,2.96,0.16,0.28,0.76,4.2,C
Jalen Gabbidon,Yale,Ivy,28,60.5,100.8,14.4,49.2,53.45,3.7,11.7,9.4,19.8,37,51,0.725,35,73,0.479,20,59,0.339,1.3,3.2,38.6,Sr,,,,,,,,,,
Kenny Strawbridge,Alabama St.,SWAC,18,75,91.2,21.1,39.1,45.64,6.1,20.5,10.6,16.9,56,78,0.718,50,123,0.407,11,47,0.234,1.1,1.4,45.9,Jr,-2.11599,-2.02968,1.7778,5.4444,7.2222,1.3333,0.7778,0.3333,10.5,Wing G
Evan Battey,Colorado,P12,32,64.1,111.5,21.4,50.2,58.15,9.3,15.5,7.3,17.7,104,126,0.825,106,200,0.53,2,17,0.118,1.2,1,58.1,Sr,1.57769,1.24524,1.9062,3.3438,5.25,0.9688,0.4062,0.2812,10.0625,PF/C
Brandon Swaby,Incarnate Word,Slnd,18,70.1,102.4,14.9,59.1,60.71,3.7,10,8.7,23.3,20,29,0.69,21,44,0.477,27,60,0.45,0,2,27.9,Jr,-1.07138,-1.26898,1.0476,2.4286,3.4762,1.2857,0.9524,0.0476,8.1429,Combo G
DJ Peavy,Austin Peay,OVC,25,29.3,81,17.6,46.1,47.17,4.7,6.2,15.7,34.5,15,31,0.484,16,39,0.41,5,12,0.417,0,1.6,60.8,Jr,-5.71307,-1.62143,0.4444,0.5185,0.963,1.4074,0.3333,0,2.5926,Scoring PG
Andrew Taylor,Marshall,CUSA,22,81.9,115.3,18.3,59.6,60.8,3.3,15.6,20.6,18.1,21,28,0.75,73,126,0.579,32,77,0.416,0.7,2.5,13.8,Jr,2.62648,1.17732,0.9545,4.8182,5.7727,4.0455,1.5,0.2273,11.9545,Combo G
Fardaws Aimaq,Utah Valley,WAC,20,75.8,94.3,27.2,47.8,51.63,16.1,37.6,10,23.4,74,119,0.622,96,203,0.473,1,1,1,5.8,0.5,58.3,Sr,-0.176991,-0.453148,4.3182,10.6818,15,1.5909,0.2273,1.6818,13.8636,PF/C
Noah Buono,Duquesne,A10,1,0.3,0,38.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sr,-46.6856,-20.0948,0,0,0,0,0,0,0,PF/C
Keshaun Saunders,Toledo,MAC,30,45.5,111.5,18.3,54.2,57.53,3.2,8.1,12.2,16.4,39,53,0.736,38,73,0.521,30,80,0.375,0,1.2,34.6,Jr,0.132133,-0.817437,0.5333,1.4333,1.9667,1.3,0.4,0,6.8333,Wing G
Deng Gak,Miami FL,ACC,25,32.2,91.7,10.5,47.2,47.1,6.2,19.7,2.7,19.3,3,7,0.429,24,50,0.48,1,4,0.25,4.6,1.3,13,Sr,-2.29118,1.17258,0.76,2.36,3.12,0.2,0.32,0.56,2.16,C
Ivan Alipiev,Loyola Marymount,WCC,22,66.9,100.1,14.8,51.8,53.27,4,12.5,10.2,22.1,13,18,0.722,30,52,0.577,27,84,0.321,1.6,1.3,13.2,Sr,0.76682,0.582743,0.8182,2.6364,3.4545,1.3636,0.5909,0.3636,7,Stretch 4
Dameane Douglas,Loyola Marymount,WCC,12,47.2,97.1,20.7,58.7,59.19,4.4,22.5,8.1,25.8,27,46,0.587,51,85,0.6,11,30,0.367,2.3,1.7,40,Jr,1.04662,1.91271,1.1667,6.1667,7.3333,1.25,1,0.6667,13.5,Wing F
Javian Davis,Mississippi St.,SEC,29,25.3,82.2,18.5,44,43.47,12,19.7,8.1,27.2,17,43,0.395,25,48,0.521,3,19,0.158,1.7,1.8,64.2,Jr,-3.90753,1.22294,1.1724,2.1034,3.2759,0.5172,0.3448,0.1724,2.6207,Stretch 4
Tai Strickland,Temple,Amer,7,11.3,63.9,18,17.6,30.2,3.1,7.4,2.8,13.5,8,13,0.615,3,12,0.25,0,5,0,0,2.4,76.5,Jr,-6.14898,-0.28553,0.2857,0.7143,1,0.1429,0.4286,0,2,Wing G
Joe Hedstrom,Valparaiso,MVC,9,1.2,103.3,18.5,37.5,40.4,15.5,7.9,0,0,1,2,0.5,0,3,0,1,1,1,0,0,50,Jr,-6.32932,-3.96842,0.2222,0.1111,0.3333,0,0,0,0.4444,PF/C
Alexis Yetna,Seton Hall,BE,15,50.2,110.6,17.3,51.3,54.06,9.8,20.8,6.9,14.4,22,30,0.733,38,66,0.576,15,52,0.288,2.9,0.8,25.4,Sr,2.42189,0.157867,2.5625,4.75,7.3125,0.8125,0.375,0.625,9.5,PF/C
Davion Buster,Lamar,Slnd,23,69,102.3,21.5,50.3,53.6,1.3,6.2,9.8,13.6,42,44,0.955,46,116,0.397,70,184,0.38,0,2,14.7,Sr,1.46716,-2.14906,0.3913,1.8261,2.2174,1.4783,1.1739,0,14.9565,Combo G
Timmy Allen,Texas,B12,25,86.9,101.5,29.1,48,53.64,4.3,17.9,23.5,17.9,110,143,0.769,143,291,0.491,11,41,0.268,0.8,2.2,43.1,Sr,3.34101,1.00907,1.16,5.28,6.44,3.92,1.28,0.24,17.16,Wing G
Noah Kirkwood,Harvard,Ivy,26,67,98,23.9,53.1,54.64,2,12.5,16.2,22.2,51,83,0.614,80,156,0.513,38,102,0.373,1,2,32.2,Jr,,,,,,,,,,
J'Raan Brooks,UC San Diego,BW,14,13.2,97.7,16.4,60,59.43,3.3,15.8,4.4,22.6,7,13,0.538,15,26,0.577,2,4,0.5,0.7,0.8,43.3,Sr,-1.87371,-0.557348,0.2857,1.3571,1.6429,0.2143,0.1429,0.0714,3.0714,Wing F
Tamell Pearson,Western Illinois,Sum,21,69.9,88.8,22.7,45.7,49.47,8.1,17.2,9,24.3,46,68,0.676,84,179,0.469,0,5,0,3.2,0.8,37,Sr,-2.72282,-1.62714,2.5909,4.2727,6.8636,1.2727,0.4091,0.9091,10.3636,C
Jake Lanford,Yale,Ivy,7,1.5,117.9,19.3,100,90.91,0,13.1,10.2,35.9,5,6,0.833,1,1,1,0,0,0,0,3.5,600,Jr,,,,,,,,,,
Ricky Clemons,Campbell,BSth,24,75.1,114.6,12.1,59.7,60.9,1.8,9.8,11.3,14.8,56,93,0.602,45,72,0.625,5,16,0.313,0.6,2.3,105.7,Sr,-0.402732,0.270867,0.5,2.3077,2.8077,1.9231,1.1154,0.1538,6.7308,Combo G
Matt Johnson II,Northern Colorado,BSky,19,87.2,112.9,18.8,57.2,61.62,0.7,7.8,17.6,19.1,41,43,0.953,43,90,0.478,40,90,0.444,0.3,1.4,23.9,Sr,1.25955,-0.630265,0.1818,2.1364,2.3182,2.9545,0.7273,0.0909,12.9545,Scoring PG
Leo Gallagher,Binghamton,AE,4,1.4,23,13.2,0,0,11.2,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,Sr,-11.0443,-7.64943,0.25,0,0.25,0,0,0,0,PF/C
Clayton Henry,New Mexico St.,WAC,16,69.7,98.3,16.2,41.8,44.27,6.4,11,10.4,16,14,19,0.737,24,44,0.545,18,78,0.231,0.2,1.4,15.6,Sr,-0.909963,-0.826958,1.6667,2.7778,4.4444,1.5,0.7222,0.0556,8.1667,Wing G
Cyrus Johnson,Sam Houston St.,Slnd,4,2.5,69.6,16.2,33.3,33.33,8.9,22.9,7.2,28,0,0,0,2,5,0.4,0,1,0,4.5,0,0,Jr,-9.21412,-2.22664,0.875,1.625,2.5,0.25,0.125,0.25,2.375,PF/C
Jayden Nixon,Virginia,ACC,3,0.4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-12.4732,0.811487,0,0.3333,0.3333,0,0,0,0,PF/C
Ian Burke,Portland St.,BSky,18,56.3,110.7,11.4,44.5,49.79,4,15.9,11.2,11,20,26,0.769,10,21,0.476,15,52,0.288,0,2.3,35.6,Sr,-0.823494,1.36257,0.9545,2.5455,3.5,1.2727,0.9091,0.0909,5,Wing G
Myron Gordon,Bowling Green,MAC,9,35.1,107,27.7,50.9,55.6,3.4,10.9,13.9,13.4,36,48,0.75,41,77,0.532,11,36,0.306,0,1.5,42.5,Sr,2.62644,-1.22878,0.8,2.4,3.2,1.7,0.7,0.1,15.6,Wing G
Khyre Thompson,UNC Greensboro,SC,30,33.7,117.4,13.9,44.8,48.71,9.3,16.8,3.4,4,18,21,0.857,23,44,0.523,16,61,0.262,1.2,1.1,20,Jr,0.400277,-0.261897,1.2667,2,3.2667,0.2667,0.2667,0.1333,3.7333,Stretch 4
Parker Fox,Clemson,ACC,3,0.5,99.7,30.7,150,102.56,24.7,0,0,40.4,1,2,0.5,0,0,0,1,1,1,0,0,200,Sr,17.3008,-2.04477,0.3333,0,0.3333,0,0,0,1.3333,PF/C
Chris Brandon,Northern Kentucky,Horz,17,44.2,142.2,10.5,74.5,71.31,12.1,18.8,4,11.6,13,24,0.542,38,51,0.745,0,0,0,2.7,2.1,47.1,Sr,0.817476,-0.817753,2.2941,3.5882,5.8824,0.5294,0.8235,0.5294,5.2353,C
Jonas Harper,Boston University,Pat,15,57.5,103.5,15.4,51.4,53.71,1.1,13.5,7.9,16.7,12,14,0.857,20,42,0.476,23,64,0.359,0.5,2.9,13.2,Sr,-1.77334,0.262195,0.2667,3.2,3.4667,1.1333,1.3333,0.1333,8.0667,Wing G
Andrew Lafond,La Salle,A10,3,0.4,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Sr,-31.5655,-16.2938,0,0,0,0,0,0,0,Scoring PG
Brandon Courtney,Saint Louis,A10,3,0.7,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-5.26387,-1.05692,0,0.3333,0.3333,0,0,0,0,PF/C
Bernie Andre,Tennessee Martin,OVC,7,8,85.1,18.6,45.7,48.02,3.1,10.3,2.7,21,2,2,1,3,6,0.5,5,17,0.294,2.8,0.8,8.7,Sr,,,,,,,,,,
Grant Weatherford,Georgia Southern,SB,22,38.1,82.8,10.9,37,43.04,3.6,11.1,5.4,23.6,15,23,0.652,17,35,0.486,0,11,0,0.3,3.6,50,Sr,-6.229,1.38669,0.5,1.5417,2.0417,0.5,1.125,0.0417,2.5417,Wing G
Matt Vail,Seattle,WAC,2,0.4,0,0,0,0,0,83.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,-4.85142,0.832383,0,1,1,0,0,0,0,PF/C
Joe Wall,Seattle,WAC,14,6.7,89,15.8,41.2,41.18,0,7.4,7.6,7,0,0,0,1,1,1,4,16,0.25,2.3,2.2,0,Jr,-1.51968,0.43632,0,0.3889,0.3889,0.1111,0.1111,0.1111,1.5,Scoring PG
Greg Summers,Navy,Pat,18,64.8,111.2,21.4,52.4,56.94,7.3,22,16,17,53,77,0.688,64,111,0.577,1,14,0.071,2.1,2.8,61.6,Sr,2.28259,1.02898,1.6667,4.5,6.1667,2.1111,1.2222,0.4444,10.2222,Wing G
John Carter Jr.,Navy,Pat,16,51.2,103.3,23.5,49,52.17,2.8,18.5,7.3,14.2,25,31,0.806,30,61,0.492,30,92,0.326,0.3,1.1,20.3,Sr,1.74237,-2.38248,0.5625,3.375,3.9375,0.8125,0.4375,0.0625,10.9375,Wing G
Jayce Johnson,Siena,MAAC,17,40.3,88.9,17.3,50,50.8,3,18.4,13.1,24.4,11,20,0.55,27,56,0.482,10,28,0.357,1.5,2.1,23.8,Sr,-2.38455,0.342189,0.6111,3,3.6111,1.1667,0.8333,0.2778,5.5556,Wing G
Matthew Lang,Gonzaga,WCC,6,0.9,300,2.2,150,150,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Sr,5.5746,-0.179952,0,0,0,0,0,0,0.5,Scoring PG
John Scully,Army,Pat,11,5.1,21.6,12,10.7,10.36,0,5.6,0,8,0,1,0,0,0,0,1,14,0.071,0,1,7.1,Jr,,,,,,,,,,
Josh Caldwell,Army,Pat,21,74.6,100.3,22.7,52.9,54.84,6,11,9.1,17.1,47,75,0.627,91,169,0.538,12,37,0.324,0.6,3.3,36.4,Sr,0.220839,0.960312,1.5909,2.9091,4.5,1.5,1.8182,0.1818,12.5909,Wing G
Jordan Coleman,Army,Pat,4,1.5,61.1,11.8,0,0,0,27.2,35.5,0,0,1,0,0,2,0,0,0,0,0,0,50,Sr,-7.17493,-1.89054,0,0.75,0.75,0.75,0,0,0,PF/C
Aaron Duhart,Army,Pat,19,33.6,91.7,19.1,34.5,41.21,0.8,13.3,27,16.7,19,23,0.826,15,38,0.395,7,36,0.194,0.4,2,31.1,Sr,-2.13847,0.441694,0.1,1.65,1.75,2.25,0.5,0.05,3.5,Scoring PG
Elijah Elliott,Stephen F. Austin,Slnd,1,0.5,98.1,25.8,0,105.26,0,31.3,0,53.4,2,2,1,0,0,0,0,0,0,0,0,0,Jr,-3.48641,2.00994,0,0.3333,0.3333,0,0,0,1.3333,PF/C
Abdul Mohamed,Montana St.,BSky,21,54.6,102.9,18.1,53.4,57.26,6.4,26.4,10,21.3,35,50,0.7,38,72,0.528,11,30,0.367,1.2,1.7,49,Sr,-0.360259,0.45845,1.2174,5,6.2174,1.1739,0.6087,0.2174,7.1304,Stretch 4
Luke Thomas,Marshall,CUSA,6,2.7,21.4,6.3,0,0,0,8.9,5.6,36.4,0,0,0,0,0,0,0,2,0,0,2.3,0,Sr,-6.96528,-1.17074,0,0.3333,0.3333,0.1667,0.1667,0,0,Scoring PG
Will Alcock,Loyola Chicago,MVC,4,1.1,29.7,9.5,0,0,0,20,12.1,50.8,0,0,0,0,1,0,0,0,0,0,4.9,0,Sr,-6.95786,4.30453,0.1667,0.8333,1,0.1667,0.1667,0,0,Combo G
Patrick Urey,Mercer,SC,11,8.1,125.4,9.7,40,56.07,10,19.6,8.7,13.8,8,12,0.667,2,5,0.4,0,0,0,0,0.7,240,Jr,-1.75102,-0.625065,0.5385,1.3846,1.9231,0.4615,0.1538,0,1.1538,PF/C
Kevin Garrison,Vermont,AE,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-6.82067,-1.90515,0,0,0,0,0,0,0,PF/C
David Wassler,Northern Kentucky,Horz,5,0.8,62.7,40,33.3,33.33,21.9,33.1,0,29.3,0,0,0,2,6,0.333,0,0,0,0,0,0,Jr,,,,,,,,,,
Shaun Doss,SIU Edwardsville,OVC,25,84.6,89.6,28.2,42.5,48.01,4.7,17.8,11.2,18.2,111,161,0.689,103,241,0.427,27,97,0.278,2.1,1.6,47.6,Sr,-0.652304,-3.32241,1.44,5,6.44,1.4,0.92,0.68,15.92,Wing F
Ryan Anders,UCF,Amer,4,0.5,157.2,15.6,75,75,19.3,19,0,0,0,0,0,0,0,0,1,2,0.5,0,0,0,Jr,,,,,,,,,,
Eito Yuminami,Georgia Southern,SB,2,0.1,103,20,0,52.63,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,Sr,8.78403,-2.7851,0,0.75,0.75,0,0,0,2.75,PF/C
Patrick Mwamba,UT Arlington,SB,23,58.4,102,16.1,50.7,52.4,4.1,19.5,5.2,13.7,21,32,0.656,25,63,0.397,33,84,0.393,3.7,1.9,21.8,Jr,-0.974417,-0.320378,0.96,3.76,4.72,0.64,0.84,0.8,7,Stretch 4
Thomas Owen,Jacksonville,ASun,4,0.5,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sr,-11.062,-6.90252,0,0,0,0,0,0,0,Combo G
Nathan McClure,IUPUI,Horz,18,53.6,101.2,12.6,49.2,53.39,6.8,9.2,7.8,21.6,17,23,0.739,12,26,0.462,13,38,0.342,1.1,2,35.9,Jr,-1.9722,-0.508244,1.3333,1.6111,2.9444,0.9444,0.7778,0.2222,4.4444,Wing G
Blake Welle,California,P12,2,0.3,44.9,20,0,12.66,40.8,43.6,0,0,1,2,0.5,0,3,0,0,0,0,0,0,66.7,Jr,-22.1395,-23.4555,1,1,2,0,0,0,0.6667,PF/C
