player_name,team,conference,GamesPlayed,Min_per,Ortg,usage_rate,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
Jamel Horton,Albany,AE,16,72.7,99.9,19.9,47.2,52.45,1.1,14.3,21.4,18.6,34,42,0.81,42,93,0.452,11,31,0.355,1,2,33.9,Sr,-0.943078,-0.092889,0.25,3.3125,3.5625,3.125,1,0.25,9.4375,Combo G
Tahjae Hill,Niagara,MAAC,3,2.4,36.7,9.6,0,0,6,0,9.4,33.3,0,0,0,0,1,0,0,1,0,0,6.4,0,So,-5.81525,1.35326,0.3333,0,0.3333,0.3333,0.6667,0,0,Pure PG
Cole LaRue,Kennesaw St.,ASun,18,19.4,82.5,18.6,39.2,45.33,8.2,11.5,6.5,24.7,11,15,0.733,13,27,0.481,1,10,0.1,5.9,1.1,40.5,So,-6.72674,0.505366,0.7143,1,1.7143,0.2381,0.1429,0.5238,2.5238,PF/C
Juston Betz,Bellarmine,ASun,20,65.5,113.3,10.7,54.8,55.24,4.6,10.3,14.7,19.5,11,20,0.55,22,46,0.478,8,16,0.5,0,2.9,32.3,Sr,-1.28133,0.641056,0.8182,2.1364,2.9545,2.4091,1.4091,0,4.1364,Combo G
Will Amica,Albany,AE,1,1.4,130.2,30.6,66.7,75.95,14.4,0,28.1,20.9,2,2,1,2,3,0.667,0,0,0,0,6.4,66.7,So,2.19404,4.33974,1,0,1,1,1,0,6,Pure PG
Anthony Leal,Indiana,B10,20,20.8,92.7,11.1,45.3,46.55,3.5,10.1,15.9,25,3,5,0.6,1,2,0.5,9,30,0.3,0.5,2.3,15.6,So,-0.923864,2.23757,0.35,1,1.35,1,0.45,0.05,1.6,Wing G
Brandon Lieb,Illinois,B10,5,1,66.1,47.6,14.3,25.16,41.5,17.8,13,29.5,2,2,1,1,7,0.143,0,0,0,8.3,0,28.6,So,-14.6446,-6.97865,0.8,0.4,1.2,0.2,0,0.2,0.8,C
Dji Bailey,Richmond,A10,8,5.7,63.8,11.4,50,50.36,0,17.2,3.3,40.3,1,2,0.5,3,4,0.75,0,2,0,0,4.6,33.3,So,-7.2428,2.49871,0.2222,1.1111,1.3333,0.1111,0.5556,0,1.7778,Wing G
C.J. Roberts,Lamar,WAC,17,45.1,102,21.7,48.7,50.41,2.3,12.6,9.7,13.8,14,21,0.667,32,71,0.451,16,44,0.364,0.8,1.6,18.3,Sr,-0.713377,-0.60137,0.3,1.75,2.05,0.8,0.4,0.1,6.9,Wing G
Dallion Johnson,Penn St.,B10,8,1.4,95.7,22.4,35.7,35.71,7.5,17.9,14.6,0,0,0,0,1,1,1,1,6,0.167,0,0,0,So,-0.274573,-2.84624,0.125,0.25,0.375,0.125,0,0,0.625,PF/C
Kedrian Johnson,West Virginia,B12,26,16.2,95.3,12.3,44,49.18,3.9,7.9,13,26.7,11,18,0.611,5,15,0.333,4,10,0.4,1.7,2.4,72,Sr,-2.02934,2.0198,0.2692,0.5,0.7692,0.5769,0.3077,0.1154,1.2692,Combo G
Clifford Omoruyi,Rutgers,B10,23,30.5,110.6,12.4,64,59.86,6.3,23,2.1,13.8,14,33,0.424,35,55,0.636,1,2,0.5,4.7,1.5,57.9,So,-0.628122,3.01436,0.8261,3.087,3.913,0.1739,0.3913,0.6522,3.7826,PF/C
Josh Gray,South Carolina,SEC,10,2.8,88.4,18.4,50,42.9,16.7,21.5,0,18.1,2,7,0.286,3,6,0.5,0,0,0,3.4,0,116.7,So,-4.07425,-1.78886,0.5,0.7,1.2,0,0,0.1,0.8,C
Damani Hayes,South Dakota,Sum,17,18.2,110,10.3,50,51.86,9.8,10.8,7.4,19.2,7,13,0.538,8,15,0.533,0,1,0,0.6,1.3,81.3,Sr,-1.19996,-0.757058,1,1.1667,2.1667,0.6111,0.2222,0.0556,1.5,Wing G
Brandon Whitney,Montana,BSky,23,74.5,96.5,20.5,47.1,52.86,2.6,6.1,18.7,20.8,61,82,0.744,60,132,0.455,14,40,0.35,0.3,1.4,47.7,So,-0.452609,-0.653835,0.6071,1.3214,1.9286,2.5,0.8214,0.1071,9.9643,Scoring PG
Jalon Andrews,Cal St. Fullerton,BW,7,8.8,40.9,7.3,16.7,16.67,0,29.2,6,28.4,0,0,0,1,5,0.2,0,1,0,1.9,0,0,Sr,-6.15244,-0.485984,0,2,2,0.375,0,0.125,1,PF/C
Connor Barrett,Valparaiso,MVC,16,33.9,106.5,12.8,54.2,55.94,3.2,9.6,5.1,11.8,10,14,0.714,3,7,0.429,24,65,0.369,0,2.2,19.4,So,-2.25212,0.218914,0.7222,1.7778,2.5,0.6111,0.8333,0,6.5,Wing G
Owen Spencer,The Citadel,SC,7,4.6,46.1,7.8,0,0,8.3,19.7,3.8,35.4,0,2,0,0,2,0,0,0,0,2.4,0,100,So,-4.55659,-3.19628,0.5455,1.2727,1.8182,0.1818,0,0.2727,1,C
Latrell Jones,Nicholls St.,Slnd,18,67.3,100.5,21.2,52,57.07,3,16.6,10.7,17.1,48,61,0.787,47,96,0.49,20,52,0.385,1.5,1.5,41.2,Sr,0.722389,-1.90726,0.7143,3.2857,4,1.2381,0.7143,0.5714,10.6667,Wing G
Henry Coleman III,Texas A&M,SEC,19,9.8,99.2,15.7,50,46.93,15.7,16.3,5.2,19.4,1,5,0.2,10,19,0.526,0,1,0,6.6,1.8,25,So,0.543944,-0.0933712,0.6842,0.6842,1.3684,0.1579,0.1579,0.3158,1.1053,PF/C
Jabri Abdur-Rahim,Georgia,SEC,8,3.7,72.7,18.2,25,31.96,0,6.7,9.5,9.8,2,2,1,1,3,0.333,1,7,0.143,3.3,1.8,20,So,-8.54697,-0.596672,0,0.25,0.25,0.25,0.125,0.125,0.875,Scoring PG
Mark Williams,Duke,ACC,23,36.2,122,21.1,66.4,64.83,14.4,20,9.5,15.6,22,41,0.537,71,107,0.664,0,0,0,9.6,2.1,38.3,So,5.61478,3.29882,1.913,2.5652,4.4783,0.7391,0.5652,1.3913,7.1304,C
Jeremy Roach,Duke,ACC,24,67.8,102.1,18.3,52.9,54.71,2.4,6.9,16.6,23,27,40,0.675,52,88,0.591,26,84,0.31,0.2,1.8,23.3,So,-0.246086,-0.589164,0.5833,1.5833,2.1667,2.7083,0.8333,0.0417,8.7083,Combo G
Tyrin Lawrence,Vanderbilt,SEC,7,9,106.1,15.1,50,51.48,7.6,13.3,19.6,21.1,2,3,0.667,9,12,0.75,0,6,0,0,2.6,16.7,So,-4.51231,0.757748,0.8571,1.4286,2.2857,1.2857,0.5714,0,2.8571,Wing G
Reece Beekman,Virginia,ACC,25,73,99.6,13.6,42.3,46.95,1,11.1,18,19.1,25,33,0.758,33,73,0.452,9,37,0.243,1.7,2.7,30,So,-1.11397,3.34183,0.2,2.64,2.84,3,1.2,0.4,4.72,Combo G
Ryan Myers,Iona,MAAC,18,40.1,104.7,18.6,52.3,54.88,1.2,9.7,13.3,18.1,17,24,0.708,17,43,0.395,19,44,0.432,0.8,0.8,27.6,So,0.0592892,-1.35147,0.1667,1.3889,1.5556,1.0556,0.2222,0.1111,6,Combo G
Malik Lawrence-Anderson,UT Rio Grande Valley,WAC,15,30.5,89.5,17.1,38.5,48.53,8.3,16.2,6.7,24.7,18,22,0.818,12,31,0.387,2,8,0.25,1.7,2.7,56.4,Sr,-5.65744,0.512522,1.6316,2.4737,4.1053,0.5263,0.6316,0.2632,3.7368,Wing F
Sam'i Roe,Nebraska Omaha,Sum,14,33.7,77.8,13.3,32.7,34.03,3.5,8.8,5.8,8.6,6,12,0.5,13,50,0.26,9,31,0.29,0,1,14.8,Sr,-3.36243,-1.7827,0.7857,1.8571,2.6429,0.7857,0.4286,0,4.2143,Wing G
Andre Lorentsson,Saint Louis,A10,4,2.1,54.7,10.8,0,20.2,0,19.9,0,0,2,2,1,0,0,0,0,4,0,0,3.2,50,So,-10.8717,-0.626375,0,0.75,0.75,0,0.25,0,0.5,Wing F
Alyn Breed,Providence,BE,23,41.4,94.8,15.1,45.3,50.19,0.8,11.9,8.6,17.9,27,37,0.73,30,62,0.484,9,34,0.265,0.5,1.4,38.5,So,-2.06312,1.5302,0.1304,2,2.1304,0.8696,0.4348,0.087,4.9565,Wing G
Markise Davis,Arkansas St.,SB,16,27.7,98.8,17.7,53.2,53.81,5.4,8.7,6.9,19.6,10,18,0.556,11,29,0.379,15,34,0.441,1.7,1,28.6,Sr,-1.21582,-1.5947,0.6111,1.3333,1.9444,0.6111,0.3889,0.2778,5.1667,Wing F
Keyon Wesley,Arkansas St.,SB,20,51.1,97.7,17,50,52.74,6.6,17.6,5.8,19.7,22,32,0.688,53,105,0.505,1,4,0.25,0.7,1.6,29.4,Sr,-2.60319,-0.534978,1.3043,3.4348,4.7391,0.6522,0.6522,0.1304,7.4783,Wing F
Caleb London,Arkansas St.,SB,20,24.1,77,15.8,36.5,36.74,5.6,11.7,6.7,18.1,3,8,0.375,19,47,0.404,0,5,0,1.5,2,15.4,So,-6.67855,-0.910129,0.5652,1.087,1.6522,0.4783,0.3913,0.1739,2.2609,Wing G
Juwan White,Stony Brook,AE,5,1,63.2,16,50,50,0,12.5,0,40.8,0,0,0,1,1,1,0,1,0,0,0,0,Sr,-5.69731,-4.22666,0.3333,0.1667,0.5,0.5,0.1667,0,0.3333,Wing G
Thomas Zevgaras,Incarnate Word,Slnd,8,7.8,62,20,63.6,60.36,4.1,18.3,0,49.7,1,3,0.333,7,11,0.636,0,0,0,3.5,1,27.3,So,-13.8145,-1.13181,0.4545,1.0909,1.5455,0,0.0909,0.2727,1.9091,C
Koby Brea,Dayton,A10,17,24.3,95.7,12,53.8,55.34,1.2,13.4,5.5,21.2,6,9,0.667,5,9,0.556,11,31,0.355,1.4,0.5,22.5,So,0.127572,0.140759,0.1176,1.7059,1.8235,0.4118,0.1176,0.1765,2.8824,Stretch 4
Anton Jansson,Saint Joseph's,A10,17,12.2,69.4,11.2,54.5,52.31,4.2,3.3,5.4,43.6,1,3,0.333,6,10,0.6,0,1,0,2,0,27.3,So,-9.81974,-0.60775,0.2353,0.1765,0.4118,0.1765,0,0.1176,0.7647,C
Hassan Diarra,Texas A&M,SEC,18,49.3,80.5,22.6,41.7,44.78,2.4,10.5,18.5,28.7,19,30,0.633,22,57,0.386,14,46,0.304,0.8,3.2,29.1,So,-3.41084,1.19195,0.3889,1.6667,2.0556,1.6667,1.0556,0.1111,5.8333,Combo G
Drake Muller,Denver,Sum,18,22.7,80.7,12.6,38.9,42.47,2.6,10.2,5,19.3,5,6,0.833,5,19,0.263,6,17,0.353,0.6,0.6,16.7,So,-4.10307,-3.58349,0.3158,1.0526,1.3684,0.3684,0.1053,0.0526,2.0526,Wing G
Luke Barrett,Saint Mary's,WCC,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,-4.28156,0.167549,0,0,0,0,0,0,0,PF/C
Jaron Rillie,Samford,SC,17,49.5,103,14.1,70.5,71.83,1.2,10.9,20.3,36.5,11,14,0.786,23,31,0.742,11,25,0.44,0,2,25,So,-1.01156,0.128182,0.2632,2.1053,2.3684,2.7895,0.7895,0,5.1579,Scoring PG
Norchad Omier,Arkansas St.,SB,20,65.2,103.7,24.1,51,53.23,16.6,33.8,5.5,17.1,38,58,0.655,100,193,0.518,0,3,0,4.8,2.5,29.6,So,0.992591,0.19698,4,8.3043,12.3043,0.7826,1.2174,1.3913,12.5652,PF/C
Grayson Walters,Samford,SC,2,0.4,200,8.3,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,So,3.22188,2.62405,0.25,0.25,0.5,0,0,0,1.5,PF/C
Simeon Fryer,Texas A&M Corpus Chris,Slnd,19,53.9,88.6,19.6,45.3,51.68,4.3,10.3,11.8,25.3,37,45,0.822,33,67,0.493,13,49,0.265,2.3,0.9,38.8,Sr,-2.58407,-2.47072,0.8636,2.2727,3.1364,1.4545,0.4091,0.5455,7.6364,Wing G
Lamont Butler,San Diego St.,MWC,27,30.7,88.7,25,43.5,47.56,1.4,14.7,24.2,25.2,28,44,0.636,30,69,0.435,9,31,0.29,0.4,4.1,44,So,-3.4438,3.11939,0.1786,1.5357,1.7143,1.5357,0.8571,0.0357,4.3214,Scoring PG
Christian Fussell,Middle Tennessee,CUSA,6,1.8,98.2,31.6,50,47.93,6.7,23.6,0,0,0,1,0,1,1,1,3,10,0.3,0,3.6,9.1,So,8.3002,-1.42037,0.1429,0.4286,0.5714,0,0.1429,0.1429,1.5714,Stretch 4
Korey Hess,Denver,Sum,4,1.1,178.7,26.7,125,118.64,13.3,0,58.4,23.2,2,2,1,1,1,1,1,1,1,0,0,100,So,23.5682,0.0275724,0.25,0,0.25,0.5,0,0,1.75,Pure PG
Oliver Hayes-Brown,UC Riverside,BW,20,25.8,96.2,19.6,43,45.74,11.2,24.7,8.9,16,14,25,0.56,23,44,0.523,1,13,0.077,5.2,0.8,43.9,So,-3.16265,1.01199,1.05,2.55,3.6,0.55,0.15,0.55,3.15,PF/C
Iseri Palacio,Denver,Sum,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,-5.95071,-6.00502,0,0,0,0,0,0,0,PF/C
Luke Frasso,Loyola Marymount,WCC,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,-2.30658,-2.68583,0,0,0,0,0,0,0,PF/C
Anthony Yu,Loyola Marymount,WCC,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,-15.4784,-0.574109,0,0,0,0,0,0,0,PF/C
Jordan Kwiecinski,Drake,MVC,6,1.3,132.2,14.3,33.3,33.33,24.2,40.1,20.7,0,0,0,0,1,3,0.333,0,0,0,7.6,0,0,So,7.36099,2.1107,0.5,0.875,1.375,0.25,0.125,0.375,1.125,C
Bryceson Burns,Drake,MVC,13,3.3,53.7,29.1,25,25,3.1,12.3,12.7,26.7,0,0,0,3,12,0.25,1,6,0.167,2.9,3.1,0,So,-14.6329,-2.9393,0.3333,0.3333,0.6667,0.2,0.2667,0.1333,1.4667,Wing G
Hunter Erickson,BYU,WCC,7,1.4,97,4.6,0,0,0,7,19.1,0,0,0,0,0,0,0,0,1,0,0,0,0,So,-6.27151,-0.345729,0.125,0.25,0.375,0.25,0,0.125,0.375,Pure PG
Carson Barrett,Purdue,B10,1,0.2,102.8,26.7,0,52.63,0,57.8,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,So,-0.399858,3.56046,0,1,1,0,0,0,1,PF/C
Caleb Bates,UMass Lowell,AE,1,0.3,48.3,20,33.3,33.33,0,75.9,0,31.3,0,0,0,1,2,0.5,0,1,0,0,0,0,So,-23.2267,-6.07922,0,2,2,0,0,0,2,PF/C
Tai'Reon Joseph,Radford,BSth,25,43.3,94.7,19,46.5,47.72,2.1,6,9.9,19.6,13,21,0.619,26,61,0.426,27,82,0.329,0,1.9,14.7,So,-1.56636,-1.78649,0.3333,0.8519,1.1852,1.0741,0.5926,0,6.3704,Combo G
Jaden Ivey,Purdue,B10,23,49.3,103.2,25.5,45.5,49.67,4,11.8,16.4,13.2,53,73,0.726,64,126,0.508,25,97,0.258,3.8,1.8,32.7,So,3.94841,1.55752,0.8261,2.4783,3.3043,1.8696,0.7391,0.6957,11.1304,Wing G
Ethan Morton,Purdue,B10,23,17.7,71,10,35,35,1.2,9.3,16.5,42.3,0,0,0,1,6,0.167,4,14,0.286,0.7,0.6,0,So,-3.1426,0.849517,0.087,0.6957,0.7826,0.8696,0.087,0.0435,0.6087,Scoring PG
Anthony Blunt,UMass Lowell,AE,18,28.8,96.9,14.3,45.2,49.16,5.1,8.6,8.6,18.3,13,19,0.684,16,32,0.5,5,20,0.25,0,2,36.5,So,-2.78042,-0.862606,0.6111,1.1111,1.7222,0.6667,0.5,0,3.3333,Wing G
Micah Peavy,TCU,B12,29,50.3,99,19.2,45.9,46.31,11.2,7,13.5,17.5,18,38,0.474,73,156,0.468,0,3,0,1.3,1.7,23.9,So,-0.482584,0.979131,1.9655,1.1724,3.1379,1.3793,0.5862,0.2069,5.6552,PF/C
Dylan O'Hearn,NJIT,AE,17,61.3,94.3,22.3,47.9,50.65,1.9,11.4,11.2,16.8,25,33,0.758,38,82,0.463,27,82,0.329,0.5,1.2,20.1,Sr,-0.303034,-2.28222,0.4706,2.4706,2.9412,1.3529,0.5882,0.1176,10.7059,Wing G
Kareem Thompson,Oral Roberts,Sum,26,75.5,101.6,16.5,50.3,52.28,4,9.4,10.5,17.5,26,36,0.722,48,110,0.436,35,90,0.389,1.6,2,18,Jr,0.00562775,-0.595706,1.1034,2.5862,3.6897,1.931,1.069,0.5172,8.5517,Wing G
Nick Farrar,College of Charleston,CAA,7,2.3,70.6,14.7,50,42.37,0,5.3,0,17.3,1,4,0.25,2,4,0.5,0,0,0,4.8,2.6,100,So,-3.93483,1.10139,0,0.1429,0.1429,0,0.1429,0.1429,0.7143,Wing G
Ahamadou Fofana,Canisius,MAAC,13,67.3,94.4,19,41.3,47.31,0.9,10.5,19.1,17.7,27,34,0.794,18,38,0.474,15,60,0.25,0,1.6,34.7,Sr,-2.54545,-1.48997,0.2308,2.3846,2.6154,2.6923,0.7692,0,8.3077,Combo G
Siem Uijtendaal,Canisius,MAAC,13,28.3,93.1,15.3,38.6,45.45,2.9,8.9,8.8,15,10,12,0.833,6,16,0.375,5,19,0.263,1.4,1.9,34.3,So,-2.89063,-1.24928,0.3077,0.8462,1.1538,0.5385,0.3846,0.1538,2.8462,Wing G
Ja'Von Benson,South Carolina,SEC,3,2.6,95.2,19.1,35.7,33.71,13.5,16.4,15.6,0,1,4,0.25,1,4,0.25,1,3,0.333,5,0,57.1,So,2.05776,-1.32703,1,1,2,0.6667,0,0.3333,2,PF/C
Asa Beyah,Canisius,MAAC,5,8.5,75.6,18.2,25,26.53,12.1,2.7,27.8,28,1,3,0.333,2,5,0.4,0,3,0,0,3.8,37.5,So,-3.37613,-2.78672,1,0.2,1.2,1.4,0.6,0,1,Scoring PG
Bryson Tatum,Miami OH,MAC,6,1.7,87.8,19.2,0,45.71,7.6,22.9,0,20.6,4,5,0.8,0,1,0,0,1,0,0,0,250,So,-6.42967,-2.27281,0.1667,0.5,0.6667,0,0,0,0.6667,PF/C
Nehemiah Benson,Rider,MAAC,16,9.9,54.1,16.4,20.5,25.1,3.8,11.9,5.8,23.3,3,4,0.75,3,11,0.273,1,11,0.091,0,0.6,18.2,So,-12.6528,-4.3702,0.1875,0.5625,0.75,0.1875,0.0625,0,0.75,PF/C
Bryce Monroe,San Diego,WCC,24,54.3,92.2,27.5,41.1,48.18,0.6,5.7,24.3,21.6,65,76,0.855,52,139,0.374,24,75,0.32,0.2,0.9,35.5,So,-2.08814,-3.37999,0.1429,1.2143,1.3571,2.7857,0.4286,0.0357,10.0714,Scoring PG
Xavier Bell,Drexel,CAA,20,28.8,101.7,20.2,50.7,52.84,2.3,5.8,17,18.2,9,12,0.75,19,44,0.432,11,26,0.423,0.5,1.3,17.1,So,-0.29299,-1.51577,0.2,0.55,0.75,1,0.25,0.05,4,Scoring PG
Iyen Enaruna,Evansville,MVC,25,32.4,99.9,22.7,51.8,55.31,9.5,13.9,5.6,19,26,38,0.684,38,69,0.551,4,16,0.25,3.1,1,44.7,Sr,-1.80835,-2.52602,0.96,1.24,2.2,0.32,0.2,0.36,4.56,PF/C
Johnnie Williams IV,Louisiana Monroe,SB,10,4.6,107.5,23.6,57.5,59.36,2.4,2.5,5,10.5,3,4,0.75,1,5,0.2,7,15,0.467,2.4,1.2,20,So,5.3337,-3.11528,0.1,0.1,0.2,0.1,0.1,0.1,2.6,Combo G
Kieffer Punter,Troy,SB,23,35,79.5,15.6,34.7,38.68,2.1,7.7,13.6,19.9,13,17,0.765,13,31,0.419,11,54,0.204,0.6,0.8,20,Sr,-4.34847,-1.97672,0.2692,1.1154,1.3846,1.0769,0.3077,0.1154,3.5,Wing G
Ja'Quavian Florence,Charleston Southern,BSth,19,62.7,79.2,26,42.4,45.96,4.6,12.5,9.5,26.5,34,48,0.708,47,118,0.398,21,67,0.313,1.3,0.6,25.9,So,-4.06514,-3.81075,1.2,3.15,4.35,1.2,0.3,0.3,10.25,Wing G
Marquel Bryant,Troy,SB,2,0.4,0,13.6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,So,-11.0862,-6.64117,0,0,0,0.6,0.4,0,1,PF/C
Baylor Hebb,Colorado St.,MWC,17,10.3,101.3,21.3,54,61.81,1.1,14,9.4,24.5,18,24,0.75,12,21,0.571,1,4,0.25,1,2.1,96,So,-1.93925,1.5267,0.0526,0.8947,0.9474,0.5263,0.3158,0.0526,3.6842,Wing G
Nick Brennen,Manhattan,MAAC,17,24.5,70.8,12.5,27,32.62,4.1,13.4,10,25.6,6,6,1,1,7,0.143,6,30,0.2,1.2,0.6,16.2,Sr,-6.08325,-2.77605,0.4706,1.2941,1.7647,0.5882,0.1176,0.1176,1.5294,Wing G
Bryce Beamer,Binghamton,AE,18,49.8,97.6,21.2,47.1,50.4,7.3,16.1,3.6,17.2,19,23,0.826,23,45,0.511,23,77,0.299,0.9,1.7,18.9,Jr,-1.31626,-2.54732,1.3333,2.7778,4.1111,0.3333,0.5556,0.1667,7.4444,Stretch 4
Kellen Amos,Binghamton,AE,9,9.7,51.2,24.6,25,28.96,0,20,8.2,31.2,3,4,0.75,3,10,0.3,2,14,0.143,3.1,0.9,16.7,So,-10.4907,-4.14077,0,1.3333,1.3333,0.3333,0.1111,0.2222,1.6667,Wing G
Devin Tillis,UC Irvine,BW,23,43.5,106,11.6,61,66.29,5.6,15,11.4,33.2,16,17,0.941,20,31,0.645,7,19,0.368,0,2.1,34,So,-2.36809,0.97061,0.9583,2.5,3.4583,1.1667,0.6667,0.0417,3.6667,Wing F
Colton Sandage,Western Illinois,Sum,21,51.2,110.2,23.2,49,54.93,2.1,9.7,21.9,13.5,59,79,0.747,33,64,0.516,27,86,0.314,0.7,1.4,52.7,Sr,1.2641,-1.69169,0.4091,1.6818,2.0909,2.0455,0.5455,0.1364,9.5,Scoring PG
PJ Carter,Campbell,BSth,10,3.1,80,25.5,45,45.66,4.5,8.3,13.3,23.4,1,2,0.5,3,6,0.5,1,4,0.25,0,0,20,So,-6.24587,-5.73511,0.0833,0.4167,0.5,0.3333,0.0833,0,1.4167,Wing G
Chase Potter,Utah Valley,WAC,1,0.1,0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,So,-31.9148,-17.6648,0,0,0,0.5,0.5,0,0,Scoring PG
De'Lazarus Keys,Texas A&M Corpus Chris,Slnd,15,45.4,94.8,20.6,49.6,52.05,8.7,23.5,11.7,20.1,21,31,0.677,55,109,0.505,1,5,0.2,0.5,1.6,27.2,Sr,-2.13873,-1.90324,1.9333,5.1333,7.0667,1.2,0.7333,0.1333,8.9333,Wing F
Nick Jourdain,Temple,Amer,13,22.3,108.1,12.6,60.4,60.12,7.8,9.7,6.1,19.4,5,9,0.556,7,17,0.412,5,7,0.714,7.7,0.4,37.5,So,0.416545,1.63212,0.7692,1,1.7692,0.3077,0.0769,0.7692,2.6154,Stretch 4
Zach Visentin,Idaho St.,BSky,16,17.1,84.4,21.3,57.6,58.14,6.7,15,0,32.8,7,12,0.583,19,32,0.594,0,1,0,3.3,0.5,36.4,So,-8.16606,0.755344,0.381,1.0952,1.4762,0.0476,0.0476,0.3333,2.7143,C
David N'Guessan,Virginia Tech,ACC,21,22.7,103.5,16.5,58.3,54.21,9,19.8,7.6,16.2,13,31,0.419,21,34,0.618,0,2,0,1.2,1.8,86.1,So,-2.04823,2.01513,0.7143,1.5714,2.2857,0.381,0.2857,0.0952,2.619,PF/C
Trey Farrer,Utah Valley,WAC,4,1.6,55.7,21.5,20,20,18,0,0,19.8,0,0,0,1,3,0.333,0,2,0,0,0,0,Jr,-6.47793,-6.78597,0.6667,0.1667,0.8333,0.1667,0,0.1667,1,C
Eric Gaines,LSU,SEC,29,33.3,73.3,17.7,25.3,35.82,3.1,8.1,13.4,28.9,32,44,0.727,13,52,0.25,5,29,0.172,1.7,4.3,54.3,So,-3.98959,2.59202,0.3793,1.069,1.4483,1.2069,1.0345,0.2069,2.5172,Combo G
Dante Maddox Jr.,Cal St. Fullerton,BW,15,61.3,113,22,56,63.11,1.5,8.3,13.8,18.3,50,56,0.893,26,56,0.464,26,60,0.433,0.3,2.1,48.3,So,3.01082,-1.70599,0.3125,1.75,2.0625,1.75,0.9375,0.0625,11.6875,Combo G
Oskar Palmquist,Rutgers,B10,12,5.3,64.6,17.8,25,30.3,5.7,9.2,10.7,27.5,3,6,0.5,0,2,0,2,10,0.2,0,2,50,So,-7.01473,-0.661576,0.25,0.4167,0.6667,0.3333,0.1667,0,0.75,Wing F
Nikola Zizic,South Dakota,Sum,19,20.7,98.7,21.1,51,49.44,16,22.9,11.3,20.5,5,14,0.357,26,51,0.51,0,0,0,6.2,0.3,27.5,So,-1.87938,-0.669471,1.35,2.15,3.5,0.65,0.05,0.6,3.15,C
Asa McCord,Utah Valley,WAC,13,8.8,94.9,10.8,41.7,43.17,3.3,16.9,9.5,14.5,2,4,0.5,2,6,0.333,2,6,0.333,0,1.6,33.3,Sr,-2.0488,0.856343,0.2667,1.0667,1.3333,0.6667,0.4,0.1333,1,Wing G
Darius Lee,Houston Baptist,Slnd,22,35.3,99.9,25.7,52.6,57.17,5.5,17.1,9.5,19.7,41,53,0.774,54,103,0.524,11,31,0.355,3.6,3.2,39.6,Sr,1.80608,-0.358856,0.7391,2.2609,3,0.6522,0.913,0.5217,7.913,Wing G
Henry Abraham,Eastern Illinois,OVC,22,46,97.3,13.6,48.3,48.73,0.7,6.3,11.9,16.6,8,15,0.533,8,13,0.615,32,103,0.311,0.2,1.6,12.9,So,-2.07344,-2.02118,0.1364,1.2273,1.3636,1.5455,0.6364,0.0455,5.4545,Combo G
Carson Towt,Northern Arizona,BSky,22,52.9,99,18.3,53.1,53.25,9.6,19.1,13,21.3,22,43,0.512,51,96,0.531,0,0,0,3.8,1.3,44.8,So,-2.85794,-1.30178,1.7273,2.8636,4.5909,1.2727,0.4545,0.5909,5.6364,PF/C
Koby Jeffries,Tennessee Martin,OVC,9,3,73.8,11.3,25,33.9,0,14.7,10,16.2,2,4,0.5,1,1,1,0,3,0,0,1.8,100,So,-8.52132,0.16571,0.1,0.4,0.5,0.3,0.2,0,0.5,Wing G
Zimi Nwokeji,Dayton,A10,22,44.4,102.2,16.9,51.6,56.31,4.2,10.1,6.4,18,32,43,0.744,31,57,0.544,12,38,0.316,0.5,0.7,45.3,So,-0.469421,-0.156855,0.5909,1.8182,2.4091,0.6364,0.2273,0.0909,5.9091,Wing G
Bayron Matos,South Florida,Amer,18,41.5,93.2,17.4,51.9,49.28,10.7,12.3,2.7,16.9,16,43,0.372,41,79,0.519,0,0,0,2.6,0.7,54.4,So,-2.0895,-1.51804,2.1,1.95,4.05,0.3,0.2,0.55,6,C
Dishon Jackson,Washington St.,P12,24,44,100,19.4,48.4,53.56,8,15.6,2.7,17.9,52,77,0.675,60,124,0.484,0,0,0,4.8,1.1,62.1,So,-1.62163,2.18833,1.4583,2.7917,4.25,0.25,0.375,0.9167,7.1667,C
Josh Smith,Stetson,ASun,24,43.2,109.2,19,52.2,53.52,11.4,19.6,7.9,13.4,23,39,0.59,38,77,0.494,15,39,0.385,2.2,1,33.6,So,1.158,-1.90334,1.6667,3.037,4.7037,0.5926,0.3333,0.4074,6.1111,Stretch 4
